Datetime,AC_Power,Price,Battery_State_kWh,Charge_kwh,Discharge_kwh,Revenue_$,Cumulative_Revenue_$
2024-01-11 02:00:00,0.0,63.0975,13.3,0.0,0.0,0.0,223.24742456054858
2024-01-11 03:00:00,0.0,62.189167,13.3,0.0,0.0,0.0,223.24742456054858
2024-01-11 04:00:00,0.0,74.545,13.3,0.0,0.0,0.0,223.24742456054858
2024-01-11 05:00:00,7.825,92.761667,13.3,0.0,0.0,0.7258600442750001,223.9732846048236
2024-01-11 06:00:00,15.294,58.3275,13.3,0.0,0.0,0.892060785,224.8653453898236
2024-01-11 07:00:00,21.525,79.490833,13.3,0.0,0.0,1.7110401803249997,226.5763855701486
2024-01-11 08:00:00,33.31,83.451667,13.3,0.0,0.0,2.77977502777,229.3561605979186
2024-01-11 09:00:00,41.986,70.91,13.3,0.0,0.0,2.97722726,232.3333878579186
2024-01-11 10:00:00,46.209,46.621667,13.3,0.0,0.0,2.154340610403,234.48772846832162
2024-01-11 11:00:00,56.73,39.0425,13.3,0.0,0.0,2.2148810249999995,236.70260949332163
2024-01-11 12:00:00,57.168,55.173333,13.3,0.0,0.0,3.154149100944,239.85675859426564
2024-01-11 13:00:00,60.877,46.776667,13.3,0.0,0.0,2.8476231569590005,242.70438175122464
2024-01-11 14:00:00,48.181,55.828333,13.3,0.0,0.0,2.689864912273,245.39424666349765
2024-01-11 15:00:00,40.68,65.375,13.3,0.0,0.0,2.659455,248.05370166349766
2024-01-11 16:00:00,31.417,78.374167,13.3,0.0,0.0,2.462281204639,250.51598286813666
2024-01-11 17:00:00,20.836,99.24,13.3,0.0,0.0,2.06776464,252.58374750813667
2024-01-11 18:00:00,14.474,116.885,13.3,0.0,0.0,1.69179349,254.27554099813668
2024-01-11 19:00:00,7.701,127.48583,13.3,0.0,0.0,0.98176837683,255.25730937496667
2024-01-11 20:00:00,0.0,100.0,13.3,0.0,0.0,0.0,255.25730937496667
2024-01-11 21:00:00,0.0,99.696667,13.3,0.0,0.0,0.0,255.25730937496667
2024-01-11 22:00:00,0.0,101.065,13.3,0.0,0.0,0.0,255.25730937496667
2024-01-11 23:00:00,0.0,115.89,13.3,0.0,0.0,0.0,255.25730937496667
2024-01-12 00:00:00,0.0,81.799167,13.3,0.0,0.0,0.0,255.25730937496667
